time,amplitude
249.0,-0.213
250.0,-0.659
251.0,-0.307
252.0,0.234
253.0,0.528
254.0,0.19
255.0,-0.293
256.0,-0.467
257.0,-0.159
258.0,0.291
259.0,0.499
260.0,0.335
261.0,-0.189
262.0,-0.276
263.0,-0.371
264.0,0.249
265.0,0.759
266.0,0.362
267.0,-0.328
268.0,-0.613
269.0,-0.217
270.0,0.268
271.0,0.718
272.0,0.313
273.0,-0.245
274.0,-0.617
275.0,-0.324
276.0,0.235
277.0,0.577
278.0,0.148
279.0,-0.139
280.0,-0.659
281.0,-0.302
282.0,0.28
283.0,0.38
284.0,0.478
285.0,-0.091
286.0,-0.48
287.0,-0.45
288.0,0.218
289.0,0.738
290.0,0.585
291.0,-0.2
292.0,-0.672
293.0,-0.358
294.0,0.066
295.0,0.743
296.0,0.324
297.0,-0.244
298.0,-0.601
299.0,-0.237
300.0,0.327
301.0,0.588
302.0,0.377
303.0,-0.308
304.0,-0.752
305.0,-0.53
306.0,0.275
307.0,0.466
308.0,0.414
309.0,-0.15
310.0,-0.654
311.0,-0.344
312.0,0.103
313.0,0.797
314.0,0.411
315.0,-0.179
316.0,-0.66
317.0,-0.342
318.0,0.291
319.0,0.837
320.0,0.554
321.0,-0.144
322.0,-0.529
323.0,-0.33
324.0,0.102
325.0,0.558
326.0,0.454
327.0,-0.037
328.0,-0.604
329.0,-0.379
330.0,0.04
331.0,0.639
332.0,0.45
333.0,-0.166
334.0,-0.594
335.0,-0.508
336.0,-0.013
337.0,0.73
338.0,0.451
339.0,-0.209
340.0,-0.425
341.0,-0.542
342.0,0.064
343.0,0.507
344.0,0.603
345.0,-0.081
346.0,-0.589
347.0,-0.638
348.0,0.093
349.0,0.493
350.0,0.561
351.0,-0.095
352.0,-0.427
353.0,-0.288
354.0,-0.024
355.0,0.72
356.0,0.508
357.0,-0.088
358.0,-0.723
359.0,-0.607
360.0,0.13
361.0,0.47
362.0,0.521
363.0,-0.255
364.0,-0.659
365.0,-0.523
366.0,0.094
367.0,0.588
368.0,0.509
369.0,-0.079
370.0,-0.57
371.0,-0.285
372.0,0.059
373.0,0.631
374.0,0.459
375.0,0.216
376.0,-0.675
377.0,-0.561
378.0,-0.074
379.0,0.584
380.0,0.362
381.0,-0.052
382.0,-0.62
383.0,-0.446
384.0,0.128
385.0,0.513
386.0,0.514
387.0,0.02
388.0,-0.674
389.0,-0.645
390.0,-0.142
391.0,0.401
392.0,0.591
393.0,0.069
394.0,-0.276
395.0,-0.487
396.0,0.013
397.0,0.599
398.0,0.441
399.0,-0.133
400.0,-0.477
401.0,-0.705
402.0,-0.033
403.0,0.545
404.0,0.535
405.0,0.181
406.0,-0.432
407.0,-0.535
408.0,-0.129
409.0,0.617
410.0,0.573
411.0,0.013
412.0,-0.493
413.0,-0.598
414.0,-0.048
415.0,0.517
416.0,0.603
417.0,-0.129
418.0,-0.455
419.0,-0.478
420.0,-0.156
421.0,0.528
422.0,0.56
423.0,0.158
424.0,-0.444
425.0,-0.695
426.0,-0.304
427.0,0.697
428.0,0.467
429.0,0.246
430.0,-0.393
431.0,-0.613
432.0,-0.195
433.0,0.52
434.0,0.565
435.0,0.17
436.0,-0.424
437.0,-0.505
438.0,-0.148
439.0,0.477
440.0,0.394
441.0,0.204
442.0,-0.383
443.0,-0.511
444.0,-0.057
445.0,0.559
446.0,0.633
447.0,0.231
448.0,-0.425
449.0,-0.537
450.0,0.0
451.0,0.45
452.0,0.646
453.0,0.387
454.0,-0.494
455.0,-0.73
456.0,-0.109
457.0,0.269
458.0,0.813
459.0,0.385
460.0,-0.503
461.0,-0.759
462.0,-0.098
463.0,0.308
464.0,0.491
465.0,0.312
466.0,-0.31
467.0,-0.592
468.0,-0.246
469.0,0.194
470.0,0.743
471.0,0.304
472.0,-0.409
473.0,-0.618
474.0,-0.208
475.0,0.487
476.0,0.732
477.0,0.267
478.0,-0.337
479.0,-0.635
480.0,-0.289
481.0,0.517
482.0,0.601
483.0,0.311
484.0,-0.31
485.0,-0.662
486.0,-0.203
487.0,0.248
488.0,0.608
489.0,0.368
490.0,-0.322
491.0,-0.605
492.0,-0.237
493.0,0.196
494.0,0.374
495.0,0.33
496.0,-0.229
497.0,-0.613
498.0,-0.005
499.0,0.269
500.0,0.525
501.0,0.069
502.0,-0.15
503.0,-0.391
504.0,-0.213
505.0,0.295
506.0,0.466
507.0,0.261
508.0,-0.296
509.0,-0.623
510.0,-0.363
511.0,0.223
512.0,0.434
513.0,0.265
514.0,-0.345
515.0,-0.776
516.0,-0.306
517.0,0.244
518.0,0.704
519.0,0.273
520.0,-0.414
521.0,-0.705
522.0,-0.374
523.0,0.32
524.0,0.568
525.0,0.34
526.0,-0.377
527.0,-0.46
528.0,-0.371
529.0,0.142
530.0,0.624
531.0,0.142
532.0,-0.135
533.0,-0.622
534.0,-0.33
535.0,0.05
536.0,0.455
537.0,0.345
538.0,-0.208
539.0,-0.441
540.0,-0.411
541.0,0.286
542.0,0.593
543.0,0.466
544.0,-0.302
545.0,-0.62
546.0,-0.606
547.0,0.193
548.0,0.591
549.0,0.378
550.0,-0.289
551.0,-0.57
552.0,-0.361
553.0,0.33
554.0,0.502
555.0,0.463
556.0,0.011
557.0,-0.494
558.0,-0.438
559.0,0.257
560.0,0.553
561.0,0.308
562.0,-0.167
563.0,-0.706
564.0,-0.599
565.0,0.268
566.0,0.533
567.0,0.567
568.0,-0.285
569.0,-0.665
570.0,-0.545
571.0,0.072
572.0,0.684
573.0,0.178
574.0,-0.199
575.0,-0.499
576.0,-0.603
577.0,0.108
578.0,0.636
579.0,0.53
580.0,-0.013
581.0,-0.638
582.0,-0.434
583.0,0.283
584.0,0.565
585.0,0.587
586.0,-0.098
587.0,-0.406
588.0,-0.609
589.0,0.111
590.0,0.484
591.0,0.393
592.0,-0.19
593.0,-0.497
594.0,-0.38
595.0,-0.041
596.0,0.626
597.0,0.399
598.0,-0.013
599.0,-0.655
600.0,-0.471
601.0,0.13
602.0,0.459
603.0,0.46
604.0,-0.111
605.0,-0.555
606.0,-0.559
607.0,0.204
608.0,0.722
609.0,0.548
610.0,-0.086
611.0,-0.638
612.0,-0.423
613.0,0.099
614.0,0.621
615.0,0.424
616.0,-0.028
617.0,-0.506
618.0,-0.533
619.0,0.073
620.0,0.49
621.0,0.542
622.0,0.097
623.0,-0.47
624.0,-0.43
625.0,-0.187
626.0,0.599
627.0,0.543
628.0,-0.042
629.0,-0.573
630.0,-0.502
631.0,-0.098
632.0,0.507
633.0,0.417
634.0,-0.056
635.0,-0.45
636.0,-0.33
637.0,-0.123
638.0,0.473
639.0,0.461
640.0,-0.178
641.0,-0.532
642.0,-0.522
643.0,-0.015
644.0,0.536
645.0,0.527
646.0,-0.071
647.0,-0.568
648.0,-0.415
649.0,-0.049
650.0,0.341
651.0,0.436
652.0,0.108
653.0,-0.532
654.0,-0.486
655.0,-0.017
656.0,0.421
657.0,0.569
658.0,-0.032
659.0,-0.55
660.0,-0.58
661.0,-0.081
662.0,0.48
663.0,0.547
664.0,-0.037
665.0,-0.5
666.0,-0.581
667.0,-0.042
668.0,0.635
669.0,0.554
670.0,0.197
671.0,-0.52
672.0,-0.375
673.0,-0.15
674.0,0.557
675.0,0.576
676.0,0.206
677.0,-0.355
678.0,-0.369
679.0,-0.07
680.0,0.495
681.0,0.323
682.0,-0.006
683.0,-0.37
684.0,-0.714
685.0,-0.024
686.0,0.409
687.0,0.527
688.0,0.107
689.0,-0.398
690.0,-0.63
691.0,-0.229
692.0,0.557
693.0,0.544
694.0,0.201
695.0,-0.386
696.0,-0.658
697.0,0.079
698.0,0.47
699.0,0.646
700.0,0.202
701.0,-0.23
702.0,-0.667
703.0,-0.131
704.0,0.504
705.0,0.607
706.0,0.199
707.0,-0.421
708.0,-0.409
709.0,-0.151
710.0,0.509
711.0,0.43
712.0,0.118
713.0,-0.503
714.0,-0.624
715.0,-0.225
716.0,0.484
717.0,0.635
718.0,0.208
719.0,-0.415
720.0,-0.682
721.0,-0.225
722.0,0.452
723.0,0.419
724.0,0.215
725.0,-0.326
726.0,-0.643
727.0,-0.314
728.0,0.359
729.0,0.615
730.0,0.252
731.0,-0.374
732.0,-0.533
733.0,-0.245
734.0,0.304
735.0,0.625
736.0,0.331
737.0,-0.379
738.0,-0.394
739.0,-0.252
740.0,0.335
741.0,0.509
742.0,0.128
743.0,-0.524
744.0,-0.647
745.0,-0.287
746.0,0.428
747.0,0.725
748.0,0.224
749.0,-0.446
750.0,-0.742
751.0,-0.31
752.0,0.322
753.0,0.367
754.0,0.321
755.0,-0.509
756.0,-0.71
757.0,-0.114
758.0,0.284
759.0,0.713
760.0,0.491
761.0,-0.285
762.0,-0.605
763.0,-0.409
764.0,0.292
765.0,0.625
766.0,0.168
767.0,-0.307
768.0,-0.736
769.0,-0.245
770.0,0.344
771.0,0.535
772.0,0.38
773.0,-0.294
774.0,-0.749
775.0,-0.496
776.0,0.318
777.0,0.694
778.0,0.259
779.0,-0.301
780.0,-0.577
781.0,-0.388
782.0,0.345
783.0,0.669
784.0,0.4
785.0,-0.088
786.0,-0.587
787.0,-0.264
788.0,0.212
789.0,0.669
790.0,0.418
791.0,-0.288
792.0,-0.65
793.0,-0.251
794.0,0.243
795.0,0.532
796.0,0.372
797.0,-0.179
798.0,-0.692
799.0,-0.53
800.0,0.281
801.0,0.71
802.0,0.385
803.0,-0.281
804.0,-0.4
805.0,-0.391
806.0,0.225
807.0,0.489
808.0,0.302
809.0,-0.244
810.0,-0.624
811.0,-0.339
812.0,0.131
813.0,0.617
814.0,0.431
815.0,-0.267
816.0,-0.49
817.0,-0.424
818.0,0.105
819.0,0.594
820.0,0.284
821.0,-0.148
822.0,-0.536
823.0,-0.275
824.0,0.168
825.0,0.722
826.0,0.411
827.0,0.07
828.0,-0.589
829.0,-0.475
830.0,0.166
831.0,0.493
832.0,0.459
833.0,-0.232
834.0,-0.66
835.0,-0.434
836.0,0.12
837.0,0.585
838.0,0.379
839.0,-0.094
840.0,-0.587
841.0,-0.526
842.0,0.111
843.0,0.393
844.0,0.312
845.0,-0.135
846.0,-0.569
847.0,-0.355
848.0,0.1
849.0,0.484
850.0,0.43
851.0,-0.105
852.0,-0.585
853.0,-0.498
854.0,0.126
855.0,0.656
856.0,0.464
857.0,-0.175
858.0,-0.494
859.0,-0.605
860.0,0.117
861.0,0.677
862.0,0.476
863.0,-0.156
864.0,-0.655
865.0,-0.416
866.0,0.216
867.0,0.712
868.0,0.366
869.0,-0.138
870.0,-0.568
871.0,-0.5
872.0,-0.182
873.0,0.649
874.0,0.569
875.0,-0.084
876.0,-0.649
877.0,-0.385
878.0,0.071
879.0,0.491
880.0,0.413
881.0,-0.165
882.0,-0.444
883.0,-0.583
884.0,0.03
885.0,0.75
886.0,0.369
887.0,0.03
888.0,-0.468
889.0,-0.481
890.0,0.125
891.0,0.433
892.0,0.529
893.0,0.006
894.0,-0.403
895.0,-0.687
896.0,-0.077
897.0,0.641
898.0,0.507
899.0,-0.021
900.0,-0.562
901.0,-0.683
902.0,0.049
903.0,0.53
904.0,0.415
905.0,-0.013
906.0,-0.555
907.0,-0.58
908.0,0.041
909.0,0.518
910.0,0.544
911.0,0.039
912.0,-0.489
913.0,-0.498
914.0,-0.222
915.0,0.36
916.0,0.433
917.0,-0.053
918.0,-0.627
919.0,-0.352
920.0,-0.038
921.0,0.625
922.0,0.467
923.0,-0.008
924.0,-0.444
925.0,-0.647
926.0,0.094
927.0,0.446
928.0,0.592
929.0,-0.059
930.0,-0.558
931.0,-0.646
932.0,-0.094
933.0,0.416
934.0,0.514
935.0,0.065
936.0,-0.218
937.0,-0.514
938.0,0.012
939.0,0.475
940.0,0.396
941.0,0.238
942.0,-0.218
943.0,-0.604
944.0,-0.176
945.0,0.48
946.0,0.512
947.0,-0.078
948.0,-0.46
949.0,-0.542
950.0,-0.171
951.0,0.488
952.0,0.44
953.0,-0.137
954.0,-0.511
955.0,-0.623
956.0,-0.249
957.0,0.48
958.0,0.697
959.0,0.007
960.0,-0.55
961.0,-0.604
962.0,-0.074
963.0,0.554
964.0,0.526
965.0,0.34
966.0,-0.326
967.0,-0.617
968.0,-0.262
969.0,0.456
970.0,0.595
971.0,0.208
972.0,-0.243
973.0,-0.584
974.0,-0.197
975.0,0.429
976.0,0.631
977.0,0.03
978.0,-0.338
979.0,-0.575
980.0,-0.042
981.0,0.551
982.0,0.55
983.0,0.057
984.0,-0.307
985.0,-0.689
986.0,-0.454
987.0,0.625
988.0,0.515
989.0,0.066
990.0,-0.333
991.0,-0.627
992.0,-0.322
993.0,0.321
994.0,0.822
995.0,0.19
996.0,-0.241
997.0,-0.432
998.0,-0.213
999.0,0.33
1000.0,0.752
1001.0,0.334
1002.0,-0.289
1003.0,-0.566
1004.0,-0.311
1005.0,0.238
1006.0,0.414
1007.0,0.265
1008.0,-0.252
1009.0,-0.522
1010.0,-0.254
1011.0,0.322
1012.0,0.786
1013.0,0.218
1014.0,-0.272
1015.0,-0.662
1016.0,-0.47
1017.0,0.159
1018.0,0.645
1019.0,0.275
1020.0,-0.504
1021.0,-0.563
1022.0,-0.228
1023.0,0.387
1024.0,0.674
1025.0,0.313
1026.0,-0.316
1027.0,-0.568
1028.0,-0.381
1029.0,0.277
1030.0,0.563
1031.0,0.252
1032.0,-0.296
1033.0,-0.83
1034.0,-0.382
1035.0,0.221
1036.0,0.582
1037.0,0.338
1038.0,-0.377
1039.0,-0.438
1040.0,-0.318
1041.0,0.212
1042.0,0.709
1043.0,0.373
1044.0,-0.214
1045.0,-0.652
1046.0,-0.33
1047.0,0.233
1048.0,0.536
1049.0,0.443
1050.0,-0.227
1051.0,-0.627
1052.0,-0.218
1053.0,0.233
1054.0,0.563
1055.0,0.354
1056.0,-0.182
1057.0,-0.727
1058.0,-0.613
1059.0,0.305
1060.0,0.568
1061.0,0.316
1062.0,-0.148
1063.0,-0.473
1064.0,-0.325
1065.0,0.093
1066.0,0.679
1067.0,0.231
1068.0,-0.121
1069.0,-0.608
1070.0,-0.403
1071.0,0.14
1072.0,0.481
1073.0,0.315
1074.0,-0.148
1075.0,-0.853
1076.0,-0.477
1077.0,0.2
1078.0,0.76
1079.0,0.329
1080.0,-0.282
1081.0,-0.701
1082.0,-0.182
1083.0,0.224
1084.0,0.547
1085.0,0.421
1086.0,-0.17
1087.0,-0.769
1088.0,-0.431
1089.0,0.219
1090.0,0.524
1091.0,0.488
1092.0,-0.039
1093.0,-0.364
1094.0,-0.485
1095.0,0.382
1096.0,0.568
1097.0,0.336
1098.0,0.004
1099.0,-0.646
1100.0,-0.378
1101.0,-0.006
1102.0,0.58
1103.0,0.354
1104.0,-0.382
1105.0,-0.61
1106.0,-0.433
1107.0,-0.024
1108.0,0.386
1109.0,0.452
1110.0,-0.004
1111.0,-0.627
1112.0,-0.437
1113.0,-0.01
1114.0,0.531
1115.0,0.55
1116.0,-0.203
1117.0,-0.403
1118.0,-0.409
1119.0,0.084
1120.0,0.467
1121.0,0.63
1122.0,-0.234
1123.0,-0.481
1124.0,-0.471
1125.0,0.31
1126.0,0.53
1127.0,0.65
1128.0,0.004
1129.0,-0.575
1130.0,-0.435
1131.0,0.111
1132.0,0.604
1133.0,0.569
1134.0,-0.105
1135.0,-0.533
1136.0,-0.406
1137.0,0.028
1138.0,0.596
1139.0,0.642
1140.0,0.002
1141.0,-0.582
1142.0,-0.422
1143.0,-0.158
1144.0,0.71
1145.0,0.454
1146.0,0.006
1147.0,-0.482
1148.0,-0.619
1149.0,0.144
1150.0,0.469
1151.0,0.649
1152.0,0.128
1153.0,-0.529
1154.0,-0.584
1155.0,-0.001
1156.0,0.389
1157.0,0.545
1158.0,0.031
1159.0,-0.465
1160.0,-0.524
1161.0,-0.035
1162.0,0.526
1163.0,0.645
1164.0,0.018
1165.0,-0.64
1166.0,-0.524
1167.0,0.08
1168.0,0.429
1169.0,0.676
1170.0,0.082
1171.0,-0.276
1172.0,-0.54
1173.0,-0.089
1174.0,0.362
1175.0,0.432
1176.0,0.166
1177.0,-0.53
1178.0,-0.498
1179.0,0.044
1180.0,0.431
1181.0,0.656
1182.0,0.157
1183.0,-0.411
1184.0,-0.548
1185.0,-0.038
1186.0,0.459
1187.0,0.521
1188.0,0.242
1189.0,-0.29
1190.0,-0.515
1191.0,0.156
1192.0,0.504
1193.0,0.534
1194.0,0.208
1195.0,-0.545
1196.0,-0.786
1197.0,-0.073
1198.0,0.354
1199.0,0.823
1200.0,0.016
1201.0,-0.432
1202.0,-0.686
1203.0,-0.177
1204.0,0.578
1205.0,0.649
1206.0,0.194
1207.0,-0.415
1208.0,-0.438
1209.0,-0.149
1210.0,0.566
1211.0,0.505
1212.0,0.123
1213.0,-0.396
1214.0,-0.627
1215.0,-0.072
1216.0,0.573
1217.0,0.704
1218.0,0.126
1219.0,-0.355
1220.0,-0.734
1221.0,-0.03
1222.0,0.349
1223.0,0.54
1224.0,0.259
1225.0,-0.444
1226.0,-0.828
1227.0,-0.242
1228.0,0.328
1229.0,0.785
1230.0,0.12
1231.0,-0.415
1232.0,-0.516
1233.0,-0.14
1234.0,0.312
1235.0,0.609
1236.0,0.236
1237.0,-0.386
1238.0,-0.439
1239.0,-0.053
1240.0,0.321
1241.0,0.397
1242.0,0.308
1243.0,-0.538
1244.0,-0.56
1245.0,-0.359
1246.0,0.427
1247.0,0.639
1248.0,0.157
1249.0,-0.387
1250.0,-0.634
1251.0,-0.174
1252.0,0.425
1253.0,0.699
1254.0,0.345
1255.0,-0.265
1256.0,-0.535
1257.0,-0.389
1258.0,0.199
1259.0,0.602
1260.0,0.252
1261.0,-0.396
1262.0,-0.512
1263.0,-0.182
1264.0,0.43
1265.0,0.819
1266.0,0.198
1267.0,-0.268
1268.0,-0.713
1269.0,-0.444
1270.0,0.53
1271.0,0.58
1272.0,0.264
1273.0,-0.134
1274.0,-0.716
1275.0,-0.414
1276.0,0.315
1277.0,0.502
1278.0,0.377
1279.0,-0.271
1280.0,-0.524
1281.0,-0.219
1282.0,0.408
1283.0,0.604
1284.0,0.301
1285.0,-0.158
1286.0,-0.708
1287.0,-0.33
1288.0,0.445
1289.0,0.789
1290.0,0.471
1291.0,-0.299
1292.0,-0.719
1293.0,-0.272
1294.0,0.324
1295.0,0.494
1296.0,0.262
1297.0,-0.29
1298.0,-0.459
1299.0,-0.372
1300.0,0.162
1301.0,0.656
1302.0,0.277
1303.0,-0.187
1304.0,-0.712
1305.0,-0.262
1306.0,0.215
1307.0,0.74
1308.0,0.535
1309.0,-0.074
1310.0,-0.666
1311.0,-0.299
1312.0,0.266
1313.0,0.66
1314.0,0.314
1315.0,-0.203
1316.0,-0.63
1317.0,-0.322
1318.0,0.103
1319.0,0.547
1320.0,0.469
1321.0,-0.139
1322.0,-0.717
1323.0,-0.465
1324.0,0.146
1325.0,0.595
1326.0,0.269
1327.0,-0.347
1328.0,-0.694
1329.0,-0.474
1330.0,0.192
1331.0,0.488
1332.0,0.367
1333.0,-0.092
1334.0,-0.635
1335.0,-0.432
1336.0,0.283
1337.0,0.708
1338.0,0.271
1339.0,-0.362
1340.0,-0.514
1341.0,-0.272
1342.0,0.007
1343.0,0.554
1344.0,0.496
1345.0,-0.351
1346.0,-0.451
1347.0,-0.457
1348.0,0.172
1349.0,0.528
1350.0,0.469
1351.0,-0.153
1352.0,-0.582
1353.0,-0.482
1354.0,0.088
1355.0,0.424
1356.0,0.604
1357.0,0.033
1358.0,-0.646
1359.0,-0.507
1360.0,0.052
1361.0,0.663
1362.0,0.429
1363.0,-0.079
1364.0,-0.647
1365.0,-0.166
1366.0,0.242
1367.0,0.556
1368.0,0.593
1369.0,-0.086
1370.0,-0.539
1371.0,-0.455
1372.0,0.09
1373.0,0.777
1374.0,0.5
1375.0,-0.051
1376.0,-0.476
1377.0,-0.507
1378.0,0.078
1379.0,0.566
1380.0,0.539
1381.0,-0.096
1382.0,-0.489
1383.0,-0.481
1384.0,-0.026
1385.0,0.507
1386.0,0.537
1387.0,-0.155
1388.0,-0.535
1389.0,-0.56
1390.0,0.002
1391.0,0.401
1392.0,0.45
1393.0,-0.067
1394.0,-0.478
1395.0,-0.489
1396.0,-0.013
1397.0,0.454
1398.0,0.489
1399.0,-0.018
1400.0,-0.64
1401.0,-0.685
1402.0,-0.061
1403.0,0.533
1404.0,0.388
1405.0,-0.113
1406.0,-0.391
1407.0,-0.486
1408.0,0.16
1409.0,0.389
1410.0,0.501
1411.0,0.136
1412.0,-0.622
1413.0,-0.423
1414.0,-0.113
1415.0,0.391
1416.0,0.596
1417.0,-0.056
1418.0,-0.483
1419.0,-0.561
1420.0,-0.112
1421.0,0.379
1422.0,0.517
1423.0,-0.168
1424.0,-0.442
1425.0,-0.63
1426.0,0.074
1427.0,0.504
1428.0,0.587
1429.0,-0.044
1430.0,-0.443
1431.0,-0.688
1432.0,0.054
1433.0,0.511
1434.0,0.492
1435.0,0.286
1436.0,-0.362
1437.0,-0.645
1438.0,-0.152
1439.0,0.324
1440.0,0.45
1441.0,0.206
1442.0,-0.507
1443.0,-0.73
1444.0,-0.061
1445.0,0.498
1446.0,0.643
1447.0,-0.027
1448.0,-0.435
1449.0,-0.706
1450.0,-0.164
1451.0,0.374
1452.0,0.626
1453.0,0.25
1454.0,-0.381
1455.0,-0.622
1456.0,-0.066
1457.0,0.327
1458.0,0.589
1459.0,0.1
1460.0,-0.438
1461.0,-0.434
1462.0,-0.099
1463.0,0.591
1464.0,0.606
1465.0,0.452
1466.0,-0.568
1467.0,-0.503
1468.0,-0.023
1469.0,0.409
1470.0,0.607
1471.0,0.232
1472.0,-0.458
1473.0,-0.666
1474.0,-0.037
1475.0,0.434
1476.0,0.58
1477.0,0.377
1478.0,-0.451
1479.0,-0.566
1480.0,0.185
1481.0,0.468
1482.0,0.535
1483.0,-0.01
1484.0,-0.319
1485.0,-0.806
1486.0,-0.207
1487.0,0.361
1488.0,0.557
1489.0,0.085
1490.0,-0.609
1491.0,-0.661
1492.0,-0.193
1493.0,0.273
1494.0,0.51
1495.0,0.148
1496.0,-0.263
1497.0,-0.588
1498.0,-0.195
1499.0,0.218
1500.0,0.616
1501.0,0.183
1502.0,-0.444
1503.0,-0.66
1504.0,-0.202
1505.0,0.401
1506.0,0.702
1507.0,0.258
1508.0,-0.354
1509.0,-0.555
1510.0,-0.236
1511.0,0.135
1512.0,0.693
1513.0,0.344
1514.0,-0.391
1515.0,-0.794
1516.0,-0.166
1517.0,0.383
1518.0,0.539
1519.0,0.286
1520.0,-0.39
1521.0,-0.686
1522.0,-0.196
1523.0,0.444
1524.0,0.477
1525.0,0.309
1526.0,-0.354
1527.0,-0.499
1528.0,-0.215
1529.0,0.542
1530.0,0.648
1531.0,0.164
1532.0,-0.139
1533.0,-0.645
1534.0,-0.218
1535.0,0.24
1536.0,0.758
1537.0,0.155
1538.0,-0.276
1539.0,-0.541
1540.0,-0.256
1541.0,0.289
1542.0,0.439
1543.0,0.36
1544.0,-0.291
1545.0,-0.746
1546.0,-0.474
1547.0,0.267
1548.0,0.604
1549.0,0.319
1550.0,-0.264
1551.0,-0.594
1552.0,-0.406
1553.0,0.284
1554.0,0.648
1555.0,0.403
1556.0,-0.444
1557.0,-0.632
1558.0,-0.318
1559.0,0.26
1560.0,0.52
1561.0,0.291
1562.0,-0.238
1563.0,-0.604
1564.0,-0.425
1565.0,0.209
1566.0,0.677
1567.0,0.339
1568.0,-0.124
1569.0,-0.578
1570.0,-0.47
1571.0,0.385
1572.0,0.533
1573.0,0.269
1574.0,-0.305
1575.0,-0.572
